# x_m,y_m,width_right,width_left
-3.0202,-21.1568,0.5910,0.5916
-3.0188,-21.1670,0.5906,0.5910
-3.0174,-21.1772,0.5903,0.5905
-3.0158,-21.1874,0.5900,0.5901
-3.0142,-21.1976,0.5899,0.5899
-3.0126,-21.2078,0.5898,0.5898
-3.0110,-21.2180,0.5897,0.5899
-3.0094,-21.2282,0.5896,0.5901
-3.0078,-21.2384,0.5895,0.5906
-3.0063,-21.2486,0.5895,0.5913
-3.0047,-21.2588,0.5894,0.5921
-3.0030,-21.2690,0.5894,0.5931
-3.0014,-21.2792,0.5895,0.5941
-2.9996,-21.2894,0.5897,0.5951
-2.9977,-21.2995,0.5900,0.5962
-2.9957,-21.3097,0.5904,0.5974
-2.9935,-21.3198,0.5910,0.5985
-2.9912,-21.3298,0.5917,0.5997
-2.9888,-21.3399,0.5925,0.6010
-2.9862,-21.3499,0.5934,0.6023
-2.9835,-21.3598,0.5943,0.6036
-2.9807,-21.3698,0.5954,0.6050
-2.9779,-21.3797,0.5964,0.6065
-2.9749,-21.3896,0.5974,0.6080
-2.9718,-21.3994,0.5985,0.6097
-2.9688,-21.4093,0.5996,0.6114
-2.9656,-21.4191,0.6006,0.6130
-2.9624,-21.4289,0.6017,0.6147
-2.9592,-21.4387,0.6027,0.6162
-2.9559,-21.4485,0.6037,0.6177
-2.9526,-21.4583,0.6047,0.6192
-2.9493,-21.4681,0.6057,0.6207
-2.9460,-21.4779,0.6067,0.6221
-2.9427,-21.4877,0.6077,0.6235
-2.9393,-21.4974,0.6087,0.6249
-2.9360,-21.5072,0.6097,0.6264
-2.9327,-21.5170,0.6107,0.6278
-2.9293,-21.5267,0.6117,0.6291
-2.9260,-21.5365,0.6127,0.6305
-2.9226,-21.5463,0.6137,0.6319
-2.9192,-21.5560,0.6147,0.6333
-2.9159,-21.5658,0.6157,0.6347
-2.9125,-21.5755,0.6168,0.6360
-2.9091,-21.5853,0.6179,0.6374
-2.9058,-21.5951,0.6190,0.6387
-2.9023,-21.6048,0.6201,0.6400
-2.8989,-21.6145,0.6213,0.6413
-2.8955,-21.6243,0.6225,0.6425
-2.8920,-21.6340,0.6238,0.6438
-2.8885,-21.6437,0.6251,0.6450
-2.8849,-21.6534,0.6264,0.6462
-2.8814,-21.6631,0.6279,0.6473
-2.8777,-21.6727,0.6293,0.6485
-2.8741,-21.6824,0.6309,0.6496
-2.8703,-21.6920,0.6325,0.6507
-2.8665,-21.7016,0.6341,0.6518
-2.8627,-21.7112,0.6358,0.6528
-2.8588,-21.7208,0.6376,0.6539
-2.8548,-21.7303,0.6394,0.6551
-2.8508,-21.7398,0.6412,0.6562
-2.8467,-21.7493,0.6430,0.6574
-2.8425,-21.7587,0.6448,0.6586
-2.8383,-21.7682,0.6465,0.6598
-2.8340,-21.7776,0.6481,0.6610
-2.8297,-21.7869,0.6496,0.6623
-2.8253,-21.7963,0.6509,0.6635
-2.8208,-21.8056,0.6522,0.6648
-2.8163,-21.8148,0.6534,0.6660
-2.8117,-21.8241,0.6545,0.6672
-2.8070,-21.8333,0.6557,0.6684
-2.8023,-21.8425,0.6569,0.6695
-2.7975,-21.8516,0.6580,0.6706
-2.7927,-21.8607,0.6593,0.6716
-2.7878,-21.8698,0.6605,0.6726
-2.7828,-21.8789,0.6618,0.6735
-2.7778,-21.8879,0.6631,0.6744
-2.7727,-21.8969,0.6645,0.6752
-2.7676,-21.9059,0.6658,0.6760
-2.7625,-21.9148,0.6672,0.6767
-2.7572,-21.9237,0.6686,0.6774
-2.7520,-21.9326,0.6700,0.6780
-2.7467,-21.9415,0.6713,0.6787
-2.7414,-21.9503,0.6726,0.6794
-2.7360,-21.9591,0.6737,0.6801
-2.7306,-21.9679,0.6747,0.6809
-2.7252,-21.9767,0.6756,0.6818
-2.7197,-21.9855,0.6763,0.6827
-2.7143,-21.9943,0.6769,0.6838
-2.7088,-22.0030,0.6774,0.6850
-2.7033,-22.0117,0.6779,0.6863
-2.6977,-22.0205,0.6783,0.6876
-2.6921,-22.0291,0.6787,0.6890
-2.6865,-22.0378,0.6792,0.6905
-2.6808,-22.0464,0.6797,0.6920
-2.6749,-22.0549,0.6803,0.6935
-2.6690,-22.0633,0.6811,0.6950
-2.6630,-22.0717,0.6819,0.6965
-2.6568,-22.0800,0.6829,0.6979
-2.6506,-22.0882,0.6841,0.6993
-2.6442,-22.0963,0.6853,0.7005
-2.6376,-22.1043,0.6868,0.7017
-2.6310,-22.1122,0.6884,0.7028
-2.6242,-22.1200,0.6901,0.7038
-2.6173,-22.1277,0.6919,0.7047
-2.6102,-22.1352,0.6939,0.7056
-2.6031,-22.1426,0.6960,0.7064
-2.5958,-22.1499,0.6982,0.7071
-2.5883,-22.1571,0.7004,0.7078
-2.5808,-22.1641,0.7026,0.7083
-2.5731,-22.1711,0.7046,0.7088
-2.5654,-22.1779,0.7063,0.7092
-2.5575,-22.1846,0.7077,0.7095
-2.5496,-22.1911,0.7089,0.7098
-2.5415,-22.1976,0.7097,0.7100
-2.5334,-22.2040,0.7101,0.7101
-2.5252,-22.2103,0.7100,0.7101
-2.5170,-22.2166,0.7095,0.7101
-2.5087,-22.2227,0.7087,0.7100
-2.5004,-22.2288,0.7078,0.7098
-2.4920,-22.2348,0.7068,0.7095
-2.4836,-22.2408,0.7059,0.7092
-2.4751,-22.2467,0.7049,0.7088
-2.4666,-22.2526,0.7040,0.7084
-2.4581,-22.2584,0.7031,0.7079
-2.4495,-22.2642,0.7023,0.7074
-2.4409,-22.2699,0.7015,0.7068
-2.4323,-22.2756,0.7008,0.7062
-2.4237,-22.2813,0.7001,0.7055
-2.4150,-22.2869,0.6995,0.7048
-2.4063,-22.2925,0.6990,0.7040
-2.3976,-22.2980,0.6986,0.7032
-2.3889,-22.3036,0.6982,0.7024
-2.3802,-22.3091,0.6979,0.7016
-2.3714,-22.3145,0.6977,0.7008
-2.3627,-22.3200,0.6975,0.7000
-2.3539,-22.3255,0.6974,0.6992
-2.3452,-22.3309,0.6973,0.6985
-2.3364,-22.3364,0.6973,0.6980
-2.3277,-22.3419,0.6973,0.6976
-2.3190,-22.3475,0.6973,0.6973
-2.3103,-22.3531,0.6973,0.6973
-2.3016,-22.3587,0.6972,0.6974
-2.2930,-22.3644,0.6972,0.6976
-2.2844,-22.3701,0.6971,0.6981
-2.2759,-22.3759,0.6971,0.6987
-2.2673,-22.3817,0.6971,0.6995
-2.2588,-22.3875,0.6971,0.7005
-2.2502,-22.3933,0.6972,0.7015
-2.2417,-22.3991,0.6973,0.7027
-2.2332,-22.4049,0.6974,0.7039
-2.2246,-22.4107,0.6976,0.7053
-2.2161,-22.4164,0.6979,0.7066
-2.2075,-22.4222,0.6982,0.7081
-2.1990,-22.4280,0.6984,0.7095
-2.1904,-22.4338,0.6987,0.7110
-2.1819,-22.4397,0.6991,0.7125
-2.1734,-22.4455,0.6994,0.7140
-2.1649,-22.4514,0.6996,0.7156
-2.1565,-22.4573,0.6999,0.7172
-2.1481,-22.4633,0.7001,0.7189
-2.1397,-22.4694,0.7003,0.7207
-2.1314,-22.4755,0.7003,0.7227
-2.1231,-22.4816,0.7004,0.7248
-2.1148,-22.4879,0.7004,0.7272
-2.1066,-22.4941,0.7003,0.7298
-2.0985,-22.5004,0.7002,0.7326
-2.0903,-22.5068,0.7001,0.7356
-2.0822,-22.5131,0.6999,0.7387
-2.0740,-22.5195,0.6998,0.7419
-2.0659,-22.5258,0.6997,0.7453
-2.0577,-22.5321,0.6997,0.7488
-2.0496,-22.5385,0.6997,0.7524
-2.0414,-22.5448,0.6996,0.7561
-2.0333,-22.5511,0.6997,0.7599
-2.0251,-22.5575,0.6997,0.7639
-2.0170,-22.5639,0.6997,0.7681
-2.0089,-22.5703,0.6997,0.7724
-2.0009,-22.5768,0.6997,0.7768
-1.9928,-22.5832,0.6997,0.7814
-1.9848,-22.5897,0.6996,0.7861
-1.9767,-22.5961,0.6997,0.7908
-1.9686,-22.6025,0.6998,0.7957
-1.9605,-22.6089,0.7000,0.8005
-1.9522,-22.6151,0.7004,0.8054
-1.9439,-22.6212,0.7009,0.8102
-1.9355,-22.6271,0.7017,0.8149
-1.9269,-22.6329,0.7026,0.8195
-1.9182,-22.6385,0.7038,0.8241
-1.9093,-22.6438,0.7053,0.8285
-1.9004,-22.6489,0.7069,0.8327
-1.8913,-22.6538,0.7089,0.8368
-1.8821,-22.6585,0.7110,0.8408
-1.8728,-22.6630,0.7133,0.8446
-1.8634,-22.6672,0.7158,0.8483
-1.8539,-22.6713,0.7185,0.8520
-1.8443,-22.6752,0.7214,0.8556
-1.8347,-22.6790,0.7244,0.8591
-1.8250,-22.6825,0.7276,0.8626
-1.8153,-22.6860,0.7309,0.8660
-1.8055,-22.6893,0.7343,0.8693
-1.7957,-22.6925,0.7378,0.8725
-1.7859,-22.6956,0.7415,0.8756
-1.7760,-22.6986,0.7452,0.8786
-1.7661,-22.7014,0.7491,0.8815
-1.7561,-22.7042,0.7530,0.8842
-1.7462,-22.7069,0.7570,0.8869
-1.7362,-22.7096,0.7612,0.8896
-1.7262,-22.7121,0.7654,0.8921
-1.7161,-22.7146,0.7697,0.8946
-1.7061,-22.7170,0.7740,0.8970
-1.6961,-22.7194,0.7785,0.8994
-1.6860,-22.7217,0.7830,0.9017
-1.6759,-22.7239,0.7875,0.9039
-1.6658,-22.7261,0.7922,0.9061
-1.6557,-22.7282,0.7968,0.9082
-1.6456,-22.7303,0.8016,0.9103
-1.6355,-22.7323,0.8063,0.9123
-1.6253,-22.7343,0.8111,0.9143
-1.6152,-22.7363,0.8159,0.9163
-1.6051,-22.7382,0.8207,0.9182
-1.5949,-22.7401,0.8255,0.9201
-1.5848,-22.7420,0.8302,0.9220
-1.5746,-22.7438,0.8349,0.9238
-1.5645,-22.7457,0.8394,0.9257
-1.5543,-22.7476,0.8436,0.9276
-1.5442,-22.7495,0.8474,0.9295
-1.5340,-22.7514,0.8509,0.9315
-1.5239,-22.7534,0.8542,0.9336
-1.5138,-22.7554,0.8574,0.9358
-1.5036,-22.7575,0.8603,0.9383
-1.4935,-22.7596,0.8632,0.9408
-1.4834,-22.7618,0.8659,0.9434
-1.4734,-22.7640,0.8685,0.9462
-1.4633,-22.7663,0.8711,0.9492
-1.4532,-22.7687,0.8735,0.9524
-1.4432,-22.7711,0.8758,0.9558
-1.4332,-22.7736,0.8780,0.9593
-1.4232,-22.7762,0.8801,0.9629
-1.4132,-22.7789,0.8821,0.9668
-1.4033,-22.7816,0.8840,0.9708
-1.3933,-22.7844,0.8858,0.9749
-1.3834,-22.7872,0.8874,0.9792
-1.3735,-22.7901,0.8890,0.9836
-1.3636,-22.7930,0.8904,0.9881
-1.3536,-22.7958,0.8917,0.9926
-1.3437,-22.7986,0.8928,0.9972
-1.3337,-22.8013,0.8936,1.0018
-1.3237,-22.8038,0.8943,1.0063
-1.3137,-22.8062,0.8949,1.0108
-1.3036,-22.8084,0.8956,1.0152
-1.2934,-22.8103,0.8965,1.0194
-1.2833,-22.8119,0.8976,1.0234
-1.2730,-22.8133,0.8989,1.0273
-1.2628,-22.8144,0.9005,1.0310
-1.2525,-22.8152,0.9024,1.0345
-1.2421,-22.8156,0.9045,1.0378
-1.2318,-22.8158,0.9070,1.0409
-1.2215,-22.8156,0.9097,1.0438
-1.2112,-22.8151,0.9127,1.0465
-1.2009,-22.8144,0.9160,1.0490
-1.1906,-22.8134,0.9196,1.0513
-1.1804,-22.8121,0.9233,1.0535
-1.1701,-22.8106,0.9273,1.0556
-1.1600,-22.8089,0.9315,1.0576
-1.1498,-22.8071,0.9358,1.0595
-1.1397,-22.8051,0.9402,1.0614
-1.1295,-22.8031,0.9447,1.0633
-1.1195,-22.8009,0.9494,1.0652
-1.1094,-22.7987,0.9541,1.0671
-1.0993,-22.7964,0.9589,1.0690
-1.0893,-22.7940,0.9637,1.0708
-1.0792,-22.7916,0.9686,1.0728
-1.0692,-22.7891,0.9736,1.0747
-1.0592,-22.7865,0.9787,1.0767
-1.0492,-22.7839,0.9839,1.0786
-1.0393,-22.7811,0.9891,1.0805
-1.0293,-22.7783,0.9944,1.0823
-1.0194,-22.7755,0.9998,1.0842
-1.0095,-22.7726,1.0053,1.0859
-0.9996,-22.7696,1.0108,1.0877
-0.9897,-22.7667,1.0163,1.0894
-0.9798,-22.7636,1.0219,1.0910
-0.9700,-22.7606,1.0275,1.0927
-0.9601,-22.7575,1.0332,1.0943
-0.9503,-22.7545,1.0389,1.0960
-0.9404,-22.7514,1.0445,1.0976
-0.9305,-22.7484,1.0502,1.0992
-0.9207,-22.7453,1.0559,1.1009
-0.9108,-22.7422,1.0616,1.1025
-0.9010,-22.7392,1.0634,1.1042
-0.8911,-22.7362,1.0646,1.1059
-0.8812,-22.7332,1.0656,1.1076
-0.8713,-22.7301,1.0667,1.1093
-0.8615,-22.7271,1.0678,1.1110
-0.8516,-22.7242,1.0688,1.1128
-0.8417,-22.7212,1.0699,1.1145
-0.8318,-22.7182,1.0710,1.1164
-0.8219,-22.7152,1.0720,1.1182
-0.8121,-22.7122,1.0731,1.1202
-0.8022,-22.7091,1.0742,1.1221
-0.7923,-22.7061,1.0752,1.1242
-0.7825,-22.7030,1.0764,1.1262
-0.7726,-22.6998,1.0775,1.1283
-0.7628,-22.6967,1.0787,1.1305
-0.7530,-22.6935,1.0799,1.1327
-0.7432,-22.6902,1.0811,1.1349
-0.7334,-22.6869,1.0824,1.1371
-0.7237,-22.6836,1.0837,1.1394
-0.7139,-22.6801,1.0851,1.1416
-0.7042,-22.6767,1.0866,1.1439
-0.6945,-22.6731,1.0881,1.1462
-0.6848,-22.6695,1.0897,1.1485
-0.6751,-22.6659,1.0913,1.1508
-0.6655,-22.6622,1.0930,1.1531
-0.6559,-22.6585,1.0948,1.1553
-0.6463,-22.6547,1.0966,1.1575
-0.6367,-22.6508,1.0984,1.1597
-0.6271,-22.6470,1.1003,1.1618
-0.6176,-22.6430,1.1023,1.1638
-0.6080,-22.6391,1.1042,1.1659
-0.5985,-22.6351,1.1062,1.1679
-0.5890,-22.6311,1.1082,1.1699
-0.5795,-22.6271,1.1101,1.1719
-0.5700,-22.6231,1.1120,1.1738
-0.5605,-22.6190,1.1138,1.1757
-0.5510,-22.6149,1.1156,1.1777
-0.5415,-22.6109,1.1172,1.1796
-0.5320,-22.6068,1.1186,1.1815
-0.5225,-22.6027,1.1200,1.1834
-0.5130,-22.5986,1.1214,1.1853
-0.5036,-22.5945,1.1227,1.1874
-0.4941,-22.5905,1.1240,1.1895
-0.4846,-22.5863,1.1252,1.1916
-0.4751,-22.5822,1.1265,1.1937
-0.4657,-22.5781,1.1279,1.1960
-0.4562,-22.5739,1.1292,1.1983
-0.4468,-22.5697,1.1306,1.2006
-0.4374,-22.5655,1.1321,1.2030
-0.4280,-22.5612,1.1336,1.2054
-0.4186,-22.5569,1.1351,1.2079
-0.4092,-22.5526,1.1367,1.2105
-0.3999,-22.5482,1.1383,1.2131
-0.3905,-22.5438,1.1400,1.2157
-0.3812,-22.5394,1.1417,1.2184
-0.3719,-22.5349,1.1435,1.2212
-0.3626,-22.5304,1.1454,1.2239
-0.3534,-22.5257,1.1474,1.2265
-0.3443,-22.5209,1.1496,1.2292
-0.3352,-22.5159,1.1520,1.2316
-0.3263,-22.5108,1.1547,1.2340
-0.3175,-22.5054,1.1575,1.2362
-0.3088,-22.4998,1.1606,1.2383
-0.3003,-22.4940,1.1639,1.2401
-0.2919,-22.4880,1.1675,1.2418
-0.2836,-22.4818,1.1713,1.2432
-0.2755,-22.4754,1.1752,1.2444
-0.2675,-22.4688,1.1794,1.2454
-0.2597,-22.4621,1.1836,1.2462
-0.2520,-22.4552,1.1880,1.2468
-0.2444,-22.4482,1.1924,1.2472
-0.2369,-22.4411,1.1969,1.2475
-0.2296,-22.4339,1.2014,1.2475
-0.2223,-22.4265,1.2058,1.2475
-0.2152,-22.4191,1.2101,1.2473
-0.2081,-22.4115,1.2144,1.2469
-0.2011,-22.4039,1.2179,1.2465
-0.1942,-22.3963,1.2157,1.2459
-0.1874,-22.3885,1.2134,1.2453
-0.1806,-22.3807,1.2110,1.2446
-0.1739,-22.3729,1.2083,1.2438
-0.1673,-22.3650,1.2054,1.2429
-0.1607,-22.3570,1.2025,1.2419
-0.1541,-22.3490,1.1995,1.2409
-0.1476,-22.3410,1.1965,1.2399
-0.1411,-22.3330,1.1936,1.2387
-0.1347,-22.3249,1.1906,1.2376
-0.1283,-22.3169,1.1876,1.2364
-0.1219,-22.3088,1.1846,1.2352
-0.1155,-22.3006,1.1817,1.2340
-0.1091,-22.2925,1.1787,1.2328
-0.1027,-22.2844,1.1758,1.2315
-0.0964,-22.2763,1.1728,1.2303
-0.0900,-22.2681,1.1699,1.2290
-0.0837,-22.2600,1.1669,1.2278
-0.0773,-22.2518,1.1639,1.2265
-0.0710,-22.2437,1.1609,1.2252
-0.0646,-22.2356,1.1579,1.2239
-0.0583,-22.2274,1.1548,1.2227
-0.0520,-22.2192,1.1516,1.2214
-0.0456,-22.2111,1.1483,1.2201
-0.0393,-22.2029,1.1447,1.2187
-0.0330,-22.1947,1.1410,1.2174
-0.0268,-22.1865,1.1371,1.2160
-0.0205,-22.1783,1.1331,1.2147
-0.0143,-22.1701,1.1290,1.2132
-0.0081,-22.1618,1.1249,1.2118
-0.0019,-22.1535,1.1206,1.2103
0.0042,-22.1452,1.1161,1.2087
0.0102,-22.1368,1.1114,1.2071
0.0162,-22.1284,1.1066,1.2054
0.0222,-22.1200,1.1018,1.2036
0.0280,-22.1115,1.0970,1.2018
0.0338,-22.1030,1.0923,1.1998
0.0395,-22.0943,1.0877,1.1977
0.0451,-22.0857,1.0832,1.1956
0.0506,-22.0769,1.0788,1.1933
0.0560,-22.0681,1.0745,1.1908
0.0612,-22.0592,1.0704,1.1882
0.0662,-22.0502,1.0665,1.1856
0.0712,-22.0411,1.0627,1.1828
0.0759,-22.0320,1.0591,1.1799
0.0805,-22.0227,1.0557,1.1770
0.0850,-22.0134,1.0526,1.1740
0.0893,-22.0040,1.0495,1.1709
0.0935,-21.9946,1.0467,1.1677
0.0976,-21.9851,1.0440,1.1646
0.1016,-21.9756,1.0414,1.1614
0.1055,-21.9660,1.0389,1.1582
0.1094,-21.9565,1.0364,1.1551
0.1132,-21.9469,1.0341,1.1520
0.1170,-21.9373,1.0319,1.1490
0.1207,-21.9276,1.0297,1.1459
0.1244,-21.9180,1.0276,1.1430
0.1280,-21.9083,1.0255,1.1400
0.1316,-21.8986,1.0236,1.1371
0.1351,-21.8889,1.0217,1.1342
0.1387,-21.8792,1.0198,1.1313
0.1422,-21.8695,1.0179,1.1285
0.1457,-21.8598,1.0160,1.1258
0.1492,-21.8501,1.0140,1.1231
0.1527,-21.8404,1.0120,1.1206
0.1562,-21.8307,1.0098,1.1182
0.1598,-21.8210,1.0072,1.1158
0.1633,-21.8113,1.0043,1.1134
0.1669,-21.8016,1.0013,1.1110
0.1705,-21.7919,0.9981,1.1086
0.1740,-21.7822,0.9948,1.1062
0.1775,-21.7725,0.9915,1.1038
0.1810,-21.7628,0.9882,1.1013
0.1845,-21.7531,0.9849,1.0988
0.1879,-21.7433,0.9817,1.0962
0.1912,-21.7336,0.9785,1.0936
0.1944,-21.7237,0.9753,1.0908
0.1976,-21.7139,0.9723,1.0880
0.2006,-21.7040,0.9693,1.0851
0.2035,-21.6941,0.9665,1.0820
0.2063,-21.6842,0.9638,1.0789
0.2089,-21.6742,0.9612,1.0756
0.2115,-21.6642,0.9588,1.0723
0.2138,-21.6542,0.9565,1.0689
0.2161,-21.6441,0.9543,1.0654
0.2183,-21.6340,0.9522,1.0619
0.2204,-21.6239,0.9502,1.0584
0.2224,-21.6138,0.9483,1.0549
0.2245,-21.6036,0.9464,1.0515
0.2266,-21.5935,0.9445,1.0482
0.2287,-21.5834,0.9426,1.0450
0.2309,-21.5733,0.9406,1.0419
0.2331,-21.5633,0.9386,1.0391
0.2354,-21.5532,0.9365,1.0363
0.2378,-21.5432,0.9344,1.0337
0.2403,-21.5331,0.9323,1.0312
0.2428,-21.5231,0.9302,1.0288
0.2453,-21.5131,0.9281,1.0265
0.2478,-21.5031,0.9260,1.0242
0.2503,-21.4931,0.9239,1.0220
0.2528,-21.4830,0.9219,1.0197
0.2552,-21.4730,0.9200,1.0174
0.2577,-21.4630,0.9181,1.0151
0.2601,-21.4530,0.9163,1.0128
0.2625,-21.4429,0.9146,1.0105
0.2649,-21.4329,0.9130,1.0081
0.2672,-21.4228,0.9115,1.0056
0.2694,-21.4127,0.9100,1.0031
0.2716,-21.4026,0.9087,1.0005
0.2738,-21.3925,0.9074,0.9979
0.2758,-21.3824,0.9063,0.9953
0.2778,-21.3723,0.9053,0.9925
0.2798,-21.3621,0.9044,0.9897
0.2816,-21.3520,0.9037,0.9868
0.2834,-21.3418,0.9031,0.9839
0.2850,-21.3316,0.9026,0.9809
0.2866,-21.3214,0.9023,0.9778
0.2881,-21.3112,0.9021,0.9747
0.2895,-21.3010,0.9020,0.9716
0.2909,-21.2907,0.9020,0.9684
0.2922,-21.2805,0.9022,0.9653
0.2934,-21.2703,0.9024,0.9621
0.2947,-21.2600,0.9026,0.9591
0.2959,-21.2498,0.9029,0.9561
0.2972,-21.2395,0.9032,0.9532
0.2986,-21.2293,0.9035,0.9503
0.3000,-21.2191,0.9036,0.9477
0.3015,-21.2088,0.9038,0.9451
0.3031,-21.1986,0.9038,0.9427
0.3048,-21.1885,0.9038,0.9404
0.3066,-21.1783,0.9036,0.9382
0.3085,-21.1681,0.9033,0.9361
0.3105,-21.1580,0.9028,0.9342
0.3126,-21.1479,0.9021,0.9323
0.3148,-21.1378,0.9011,0.9305
0.3170,-21.1277,0.8998,0.9288
0.3193,-21.1177,0.8982,0.9272
0.3216,-21.1076,0.8964,0.9256
0.3241,-21.0976,0.8943,0.9241
0.3265,-21.0875,0.8922,0.9227
0.3290,-21.0775,0.8899,0.9213
0.3316,-21.0675,0.8876,0.9199
0.3342,-21.0575,0.8852,0.9186
0.3367,-21.0475,0.8827,0.9172
0.3393,-21.0375,0.8803,0.9159
0.3419,-21.0275,0.8778,0.9146
0.3445,-21.0175,0.8753,0.9133
0.3470,-21.0075,0.8728,0.9119
0.3495,-20.9975,0.8703,0.9105
0.3519,-20.9875,0.8679,0.9090
0.3543,-20.9774,0.8656,0.9074
0.3565,-20.9673,0.8634,0.9057
0.3586,-20.9572,0.8613,0.9039
0.3606,-20.9471,0.8594,0.9020
0.3623,-20.9369,0.8577,0.9001
0.3639,-20.9267,0.8561,0.8980
0.3652,-20.9165,0.8548,0.8959
0.3664,-20.9062,0.8537,0.8936
0.3673,-20.8959,0.8528,0.8913
0.3680,-20.8856,0.8521,0.8889
0.3686,-20.8753,0.8516,0.8865
0.3690,-20.8650,0.8512,0.8840
0.3693,-20.8547,0.8510,0.8815
0.3696,-20.8444,0.8509,0.8791
0.3697,-20.8340,0.8508,0.8767
0.3698,-20.8237,0.8508,0.8743
0.3699,-20.8134,0.8508,0.8720
0.3700,-20.8031,0.8509,0.8698
0.3701,-20.7928,0.8510,0.8677
0.3701,-20.7824,0.8512,0.8657
0.3702,-20.7721,0.8513,0.8639
0.3704,-20.7618,0.8514,0.8622
0.3706,-20.7515,0.8515,0.8607
0.3708,-20.7411,0.8516,0.8593
0.3711,-20.7308,0.8516,0.8580
0.3716,-20.7205,0.8515,0.8567
0.3721,-20.7102,0.8514,0.8556
0.3727,-20.6999,0.8513,0.8545
0.3733,-20.6896,0.8511,0.8535
0.3741,-20.6793,0.8509,0.8526
0.3750,-20.6690,0.8507,0.8518
0.3759,-20.6587,0.8503,0.8511
0.3769,-20.6484,0.8501,0.8504
0.3779,-20.6382,0.8497,0.8498
0.3791,-20.6279,0.8494,0.8492
0.3802,-20.6176,0.8490,0.8487
0.3815,-20.6074,0.8486,0.8483
0.3827,-20.5971,0.8483,0.8479
0.3841,-20.5869,0.8480,0.8475
0.3854,-20.5767,0.8476,0.8472
0.3868,-20.5664,0.8473,0.8469
0.3882,-20.5562,0.8470,0.8466
0.3897,-20.5460,0.8467,0.8464
0.3911,-20.5358,0.8464,0.8462
0.3927,-20.5256,0.8462,0.8460
0.3942,-20.5153,0.8460,0.8458
0.3957,-20.5051,0.8458,0.8457
0.3973,-20.4949,0.8456,0.8456
0.3989,-20.4847,0.8455,0.8455
0.4005,-20.4745,0.8454,0.8454
0.4022,-20.4643,0.8453,0.8453
0.4038,-20.4542,0.8452,0.8453
0.4055,-20.4440,0.8452,0.8452
0.4071,-20.4338,0.8451,0.8452
0.4088,-20.4236,0.8451,0.8452
0.4105,-20.4134,0.8451,0.8451
0.4123,-20.4032,0.8451,0.8451
0.4140,-20.3931,0.8452,0.8451
0.4157,-20.3829,0.8452,0.8451
0.4175,-20.3727,0.8452,0.8452
0.4192,-20.3625,0.8452,0.8452
0.4210,-20.3523,0.8452,0.8452
0.4227,-20.3422,0.8451,0.8452
0.4245,-20.3320,0.8450,0.8452
0.4263,-20.3218,0.8449,0.8452
0.4281,-20.3117,0.8448,0.8452
0.4299,-20.3015,0.8446,0.8452
0.4316,-20.2913,0.8444,0.8452
0.4334,-20.2812,0.8442,0.8452
0.4352,-20.2710,0.8439,0.8452
0.4370,-20.2608,0.8437,0.8452
0.4388,-20.2507,0.8435,0.8451
0.4406,-20.2405,0.8432,0.8451
0.4425,-20.2303,0.8430,0.8450
0.4443,-20.2202,0.8428,0.8449
0.4461,-20.2100,0.8426,0.8448
0.4480,-20.1998,0.8424,0.8447
0.4498,-20.1897,0.8422,0.8446
0.4517,-20.1795,0.8420,0.8444
0.4536,-20.1694,0.8418,0.8442
0.4555,-20.1592,0.8416,0.8440
0.4574,-20.1491,0.8414,0.8437
0.4593,-20.1390,0.8412,0.8434
0.4613,-20.1288,0.8410,0.8431
0.4632,-20.1187,0.8408,0.8428
0.4652,-20.1086,0.8406,0.8424
0.4672,-20.0984,0.8403,0.8421
0.4693,-20.0883,0.8400,0.8417
0.4713,-20.0782,0.8396,0.8413
0.4733,-20.0681,0.8393,0.8409
0.4753,-20.0579,0.8388,0.8404
0.4773,-20.0478,0.8382,0.8400
0.4793,-20.0377,0.8375,0.8396
0.4812,-20.0275,0.8368,0.8391
0.4830,-20.0174,0.8360,0.8387
0.4848,-20.0072,0.8353,0.8382
0.4865,-19.9970,0.8345,0.8377
0.4881,-19.9868,0.8339,0.8371
0.4895,-19.9766,0.8333,0.8366
0.4909,-19.9663,0.8328,0.8360
0.4922,-19.9561,0.8324,0.8355
0.4935,-19.9458,0.8321,0.8349
0.4946,-19.9356,0.8318,0.8343
0.4958,-19.9253,0.8316,0.8338
0.4969,-19.9151,0.8315,0.8333
0.4980,-19.9048,0.8314,0.8329
0.4992,-19.8945,0.8313,0.8325
0.5004,-19.8843,0.8312,0.8321
0.5016,-19.8740,0.8311,0.8318
0.5028,-19.8638,0.8311,0.8316
0.5041,-19.8535,0.8310,0.8313
0.5054,-19.8433,0.8309,0.8312
0.5067,-19.8331,0.8309,0.8310
0.5081,-19.8228,0.8308,0.8309
0.5095,-19.8126,0.8308,0.8308
0.5109,-19.8024,0.8308,0.8308
0.5124,-19.7922,0.8308,0.8308
0.5139,-19.7819,0.8308,0.8308
0.5154,-19.7717,0.8308,0.8308
0.5169,-19.7615,0.8309,0.8309
0.5184,-19.7513,0.8309,0.8310
0.5200,-19.7411,0.8310,0.8310
0.5215,-19.7309,0.8311,0.8311
0.5231,-19.7207,0.8312,0.8312
0.5247,-19.7105,0.8313,0.8313
0.5262,-19.7003,0.8314,0.8314
0.5278,-19.6901,0.8314,0.8314
0.5293,-19.6799,0.8315,0.8315
0.5308,-19.6696,0.8315,0.8315
0.5324,-19.6594,0.8314,0.8315
