# x_m,y_m,width_right,width_left
0.9060,-12.7995,0.5818,0.5826
0.9073,-12.7893,0.5819,0.5828
0.9087,-12.7791,0.5820,0.5831
0.9100,-12.7688,0.5821,0.5833
0.9113,-12.7586,0.5823,0.5836
0.9127,-12.7484,0.5825,0.5839
0.9140,-12.7381,0.5827,0.5841
0.9154,-12.7279,0.5830,0.5844
0.9167,-12.7176,0.5833,0.5846
0.9180,-12.7074,0.5836,0.5848
0.9193,-12.6972,0.5839,0.5850
0.9206,-12.6869,0.5843,0.5851
0.9219,-12.6767,0.5846,0.5853
0.9232,-12.6664,0.5849,0.5854
0.9244,-12.6562,0.5852,0.5855
0.9257,-12.6459,0.5854,0.5856
0.9269,-12.6357,0.5856,0.5856
0.9281,-12.6254,0.5856,0.5856
0.9292,-12.6152,0.5855,0.5856
0.9303,-12.6049,0.5853,0.5856
0.9315,-12.5946,0.5850,0.5855
0.9325,-12.5844,0.5846,0.5854
0.9336,-12.5741,0.5841,0.5852
0.9346,-12.5638,0.5836,0.5850
0.9356,-12.5535,0.5831,0.5848
0.9365,-12.5433,0.5825,0.5845
0.9374,-12.5330,0.5819,0.5843
0.9383,-12.5227,0.5814,0.5839
0.9391,-12.5124,0.5809,0.5835
0.9399,-12.5021,0.5804,0.5831
0.9407,-12.4918,0.5799,0.5827
0.9414,-12.4815,0.5796,0.5822
0.9420,-12.4712,0.5792,0.5817
0.9426,-12.4609,0.5789,0.5812
0.9432,-12.4506,0.5787,0.5806
0.9437,-12.4403,0.5786,0.5801
0.9443,-12.4300,0.5785,0.5797
0.9447,-12.4197,0.5784,0.5792
0.9452,-12.4093,0.5785,0.5789
0.9457,-12.3990,0.5785,0.5787
0.9462,-12.3887,0.5786,0.5785
0.9468,-12.3784,0.5787,0.5785
0.9473,-12.3681,0.5788,0.5786
0.9479,-12.3578,0.5789,0.5789
0.9486,-12.3475,0.5791,0.5793
0.9493,-12.3372,0.5792,0.5798
0.9500,-12.3269,0.5794,0.5804
0.9508,-12.3166,0.5795,0.5811
0.9517,-12.3063,0.5797,0.5818
0.9525,-12.2960,0.5799,0.5826
0.9534,-12.2857,0.5801,0.5835
0.9543,-12.2754,0.5804,0.5844
0.9552,-12.2652,0.5807,0.5853
0.9562,-12.2549,0.5811,0.5862
0.9571,-12.2446,0.5815,0.5871
0.9580,-12.2343,0.5819,0.5880
0.9589,-12.2240,0.5825,0.5889
0.9598,-12.2137,0.5831,0.5898
0.9606,-12.2034,0.5838,0.5906
0.9614,-12.1932,0.5845,0.5914
0.9622,-12.1829,0.5853,0.5922
0.9629,-12.1726,0.5862,0.5929
0.9636,-12.1623,0.5872,0.5936
0.9643,-12.1520,0.5881,0.5943
0.9649,-12.1416,0.5892,0.5949
0.9655,-12.1313,0.5902,0.5955
0.9660,-12.1210,0.5913,0.5960
0.9665,-12.1107,0.5924,0.5965
0.9669,-12.1004,0.5935,0.5969
0.9673,-12.0901,0.5945,0.5973
0.9677,-12.0798,0.5954,0.5977
0.9680,-12.0694,0.5962,0.5980
0.9683,-12.0591,0.5970,0.5983
0.9685,-12.0488,0.5975,0.5985
0.9688,-12.0385,0.5980,0.5988
0.9689,-12.0282,0.5984,0.5989
0.9691,-12.0178,0.5987,0.5991
0.9693,-12.0075,0.5990,0.5993
0.9694,-11.9972,0.5992,0.5994
0.9695,-11.9869,0.5994,0.5995
0.9696,-11.9765,0.5995,0.5996
0.9697,-11.9662,0.5996,0.5997
0.9697,-11.9559,0.5997,0.5997
0.9698,-11.9456,0.5997,0.5998
0.9698,-11.9352,0.5998,0.5998
0.9699,-11.9249,0.5998,0.5999
0.9699,-11.9146,0.5999,0.5999
0.9699,-11.9043,0.5999,0.5999
0.9699,-11.8939,0.5999,0.5999
0.9699,-11.8836,0.5999,0.5999
0.9700,-11.8733,0.6000,0.6000
0.9700,-11.8630,0.6000,0.6000
0.9700,-11.8526,0.6000,0.6000
0.9700,-11.8423,0.6000,0.6000
0.9700,-11.8320,0.6000,0.6000
0.9700,-11.8217,0.6000,0.6000
0.9700,-11.8113,0.6000,0.6000
0.9700,-11.8010,0.6000,0.6000
0.9700,-11.7907,0.6000,0.6000
0.9700,-11.7804,0.6000,0.6000
0.9700,-11.7701,0.6000,0.6000
0.9700,-11.7597,0.6000,0.6000
0.9700,-11.7494,0.6000,0.6001
0.9700,-11.7391,0.6000,0.6001
0.9700,-11.7288,0.6000,0.6003
0.9700,-11.7184,0.6000,0.6005
0.9700,-11.7081,0.6000,0.6008
0.9700,-11.6978,0.6000,0.6013
0.9699,-11.6875,0.6001,0.6020
0.9699,-11.6771,0.6001,0.6029
0.9699,-11.6668,0.6002,0.6038
0.9698,-11.6565,0.6002,0.6048
0.9697,-11.6462,0.6003,0.6060
0.9696,-11.6358,0.6004,0.6073
0.9694,-11.6255,0.6006,0.6087
0.9692,-11.6152,0.6008,0.6102
0.9689,-11.6049,0.6011,0.6119
0.9684,-11.5946,0.6015,0.6136
0.9679,-11.5842,0.6020,0.6153
0.9673,-11.5739,0.6027,0.6171
0.9665,-11.5636,0.6034,0.6188
0.9655,-11.5534,0.6043,0.6205
0.9645,-11.5431,0.6054,0.6223
0.9632,-11.5328,0.6066,0.6240
0.9619,-11.5226,0.6079,0.6257
0.9604,-11.5124,0.6093,0.6273
0.9587,-11.5022,0.6109,0.6289
0.9570,-11.4920,0.6125,0.6303
0.9551,-11.4819,0.6143,0.6317
0.9531,-11.4717,0.6161,0.6329
0.9510,-11.4616,0.6180,0.6341
0.9489,-11.4515,0.6199,0.6352
0.9466,-11.4415,0.6219,0.6362
0.9443,-11.4314,0.6239,0.6371
0.9420,-11.4213,0.6258,0.6380
0.9396,-11.4113,0.6277,0.6389
0.9371,-11.4013,0.6295,0.6397
0.9347,-11.3912,0.6313,0.6405
0.9322,-11.3812,0.6329,0.6412
0.9297,-11.3712,0.6344,0.6420
0.9271,-11.3612,0.6356,0.6427
0.9246,-11.3512,0.6368,0.6434
0.9221,-11.3412,0.6378,0.6442
0.9195,-11.3312,0.6387,0.6449
0.9170,-11.3212,0.6395,0.6456
0.9144,-11.3112,0.6402,0.6464
0.9119,-11.3012,0.6408,0.6471
0.9094,-11.2911,0.6415,0.6479
0.9069,-11.2811,0.6421,0.6487
0.9044,-11.2711,0.6427,0.6496
0.9019,-11.2611,0.6432,0.6504
0.8994,-11.2511,0.6438,0.6513
0.8969,-11.2411,0.6443,0.6522
0.8944,-11.2310,0.6448,0.6532
0.8919,-11.2210,0.6454,0.6542
0.8894,-11.2110,0.6459,0.6553
0.8868,-11.2010,0.6465,0.6565
0.8843,-11.1910,0.6471,0.6577
0.8818,-11.1810,0.6476,0.6591
0.8792,-11.1710,0.6482,0.6604
0.8767,-11.1610,0.6488,0.6619
0.8741,-11.1510,0.6494,0.6635
0.8715,-11.1410,0.6500,0.6651
0.8689,-11.1310,0.6506,0.6668
0.8662,-11.1210,0.6513,0.6685
0.8635,-11.1110,0.6519,0.6703
0.8608,-11.1011,0.6526,0.6721
0.8581,-11.0911,0.6533,0.6740
0.8553,-11.0812,0.6540,0.6759
0.8526,-11.0712,0.6547,0.6777
0.8497,-11.0613,0.6555,0.6796
0.8469,-11.0514,0.6563,0.6815
0.8441,-11.0414,0.6571,0.6834
0.8412,-11.0315,0.6579,0.6852
0.8383,-11.0216,0.6588,0.6871
0.8355,-11.0117,0.6596,0.6890
0.8327,-11.0018,0.6604,0.6910
0.8298,-10.9918,0.6613,0.6932
0.8271,-10.9819,0.6620,0.6956
0.8243,-10.9719,0.6628,0.6981
0.8216,-10.9620,0.6635,0.7009
0.8189,-10.9520,0.6642,0.7038
0.8163,-10.9420,0.6648,0.7069
0.8138,-10.9320,0.6653,0.7102
0.8113,-10.9220,0.6658,0.7137
0.8089,-10.9119,0.6662,0.7174
0.8065,-10.9019,0.6665,0.7213
0.8042,-10.8918,0.6667,0.7252
0.8019,-10.8818,0.6668,0.7293
0.7996,-10.8717,0.6669,0.7335
0.7973,-10.8616,0.6670,0.7379
0.7950,-10.8516,0.6671,0.7423
0.7927,-10.8415,0.6671,0.7468
0.7902,-10.8315,0.6673,0.7514
0.7877,-10.8215,0.6675,0.7559
0.7850,-10.8115,0.6679,0.7604
0.7821,-10.8016,0.6684,0.7649
0.7791,-10.7917,0.6691,0.7694
0.7759,-10.7819,0.6698,0.7738
0.7726,-10.7721,0.6708,0.7782
0.7692,-10.7624,0.6719,0.7826
0.7656,-10.7527,0.6731,0.7869
0.7619,-10.7430,0.6745,0.7911
0.7581,-10.7335,0.6759,0.7952
0.7542,-10.7239,0.6775,0.7992
0.7502,-10.7144,0.6792,0.8031
0.7461,-10.7049,0.6810,0.8070
0.7419,-10.6955,0.6829,0.8107
0.7376,-10.6861,0.6849,0.8143
0.7333,-10.6767,0.6870,0.8178
0.7289,-10.6674,0.6892,0.8213
0.7243,-10.6581,0.6916,0.8247
0.7197,-10.6488,0.6940,0.8280
0.7151,-10.6396,0.6965,0.8312
0.7103,-10.6305,0.6992,0.8343
0.7055,-10.6214,0.7019,0.8373
0.7006,-10.6123,0.7048,0.8402
0.6956,-10.6032,0.7078,0.8431
0.6905,-10.5942,0.7108,0.8459
0.6853,-10.5853,0.7140,0.8486
0.6801,-10.5764,0.7173,0.8512
0.6748,-10.5675,0.7206,0.8537
0.6695,-10.5587,0.7241,0.8561
0.6640,-10.5499,0.7277,0.8585
0.6585,-10.5412,0.7313,0.8608
0.6530,-10.5325,0.7351,0.8630
0.6473,-10.5238,0.7389,0.8651
0.6416,-10.5152,0.7428,0.8672
0.6359,-10.5066,0.7468,0.8692
0.6301,-10.4981,0.7508,0.8712
0.6243,-10.4896,0.7549,0.8730
0.6184,-10.4811,0.7590,0.8749
0.6124,-10.4727,0.7631,0.8767
0.6065,-10.4642,0.7673,0.8784
0.6005,-10.4558,0.7715,0.8801
0.5945,-10.4474,0.7758,0.8818
0.5885,-10.4390,0.7800,0.8835
0.5824,-10.4307,0.7843,0.8851
0.5764,-10.4223,0.7885,0.8868
0.5703,-10.4139,0.7928,0.8884
0.5643,-10.4056,0.7970,0.8900
0.5582,-10.3972,0.8013,0.8917
0.5522,-10.3888,0.8055,0.8933
0.5462,-10.3804,0.8097,0.8950
0.5402,-10.3720,0.8139,0.8968
0.5342,-10.3636,0.8180,0.8985
0.5283,-10.3551,0.8221,0.9003
0.5224,-10.3466,0.8262,0.9021
0.5166,-10.3381,0.8302,0.9040
0.5108,-10.3296,0.8343,0.9059
0.5050,-10.3211,0.8382,0.9079
0.4992,-10.3125,0.8421,0.9099
0.4935,-10.3039,0.8460,0.9119
0.4878,-10.2953,0.8498,0.9140
0.4822,-10.2866,0.8535,0.9161
0.4766,-10.2779,0.8572,0.9183
0.4710,-10.2693,0.8608,0.9205
0.4654,-10.2606,0.8642,0.9227
0.4599,-10.2519,0.8675,0.9249
0.4543,-10.2431,0.8702,0.9271
0.4488,-10.2344,0.8715,0.9294
0.4433,-10.2257,0.8727,0.9317
0.4377,-10.2170,0.8737,0.9339
0.4322,-10.2083,0.8747,0.9361
0.4266,-10.1996,0.8756,0.9384
0.4211,-10.1909,0.8766,0.9406
0.4155,-10.1822,0.8777,0.9428
0.4098,-10.1736,0.8787,0.9449
0.4042,-10.1649,0.8798,0.9470
0.3984,-10.1563,0.8811,0.9490
0.3927,-10.1478,0.8824,0.9510
0.3868,-10.1393,0.8838,0.9529
0.3810,-10.1308,0.8853,0.9547
0.3750,-10.1223,0.8869,0.9565
0.3690,-10.1140,0.8887,0.9581
0.3629,-10.1056,0.8906,0.9597
0.3567,-10.0974,0.8926,0.9612
0.3504,-10.0891,0.8948,0.9626
0.3441,-10.0810,0.8971,0.9639
0.3377,-10.0729,0.8996,0.9650
0.3311,-10.0649,0.9022,0.9660
0.3245,-10.0570,0.9050,0.9670
0.3178,-10.0492,0.9080,0.9677
0.3109,-10.0414,0.9111,0.9684
0.3040,-10.0338,0.9145,0.9689
0.2970,-10.0262,0.9180,0.9695
0.2898,-10.0188,0.9217,0.9699
0.2825,-10.0115,0.9255,0.9703
0.2751,-10.0043,0.9296,0.9707
0.2675,-9.9973,0.9340,0.9709
0.2598,-9.9904,0.9385,0.9710
0.2520,-9.9837,0.9433,0.9710
0.2439,-9.9772,0.9483,0.9708
0.2357,-9.9710,0.9521,0.9705
0.2273,-9.9649,0.9499,0.9700
0.2188,-9.9592,0.9480,0.9692
0.2100,-9.9537,0.9464,0.9683
0.2011,-9.9485,0.9452,0.9671
0.1921,-9.9435,0.9443,0.9658
0.1829,-9.9388,0.9437,0.9643
0.1736,-9.9343,0.9433,0.9627
0.1642,-9.9299,0.9432,0.9610
0.1548,-9.9257,0.9433,0.9592
0.1453,-9.9216,0.9435,0.9574
0.1358,-9.9176,0.9437,0.9556
0.1263,-9.9136,0.9440,0.9539
0.1168,-9.9095,0.9444,0.9523
0.1073,-9.9055,0.9447,0.9509
0.0979,-9.9013,0.9450,0.9496
0.0884,-9.8971,0.9452,0.9485
0.0790,-9.8929,0.9454,0.9476
0.0697,-9.8885,0.9455,0.9469
0.0603,-9.8842,0.9456,0.9464
0.0510,-9.8797,0.9456,0.9460
0.0417,-9.8753,0.9456,0.9458
0.0324,-9.8708,0.9456,0.9456
0.0230,-9.8664,0.9456,0.9456
0.0137,-9.8619,0.9456,0.9457
0.0044,-9.8575,0.9457,0.9459
-0.0050,-9.8532,0.9457,0.9461
-0.0144,-9.8489,0.9458,0.9464
-0.0238,-9.8446,0.9460,0.9467
-0.0332,-9.8404,0.9461,0.9471
-0.0427,-9.8364,0.9464,0.9475
-0.0522,-9.8323,0.9466,0.9479
-0.0617,-9.8284,0.9468,0.9483
-0.0713,-9.8245,0.9471,0.9488
-0.0809,-9.8207,0.9473,0.9494
-0.0905,-9.8169,0.9475,0.9500
-0.1001,-9.8131,0.9477,0.9506
-0.1097,-9.8093,0.9479,0.9513
-0.1193,-9.8056,0.9481,0.9521
-0.1290,-9.8018,0.9483,0.9531
-0.1386,-9.7981,0.9484,0.9541
-0.1482,-9.7944,0.9486,0.9552
-0.1578,-9.7907,0.9489,0.9564
-0.1675,-9.7870,0.9491,0.9576
-0.1771,-9.7833,0.9494,0.9589
-0.1868,-9.7797,0.9497,0.9601
-0.1965,-9.7760,0.9501,0.9612
-0.2062,-9.7725,0.9505,0.9624
-0.2158,-9.7689,0.9509,0.9635
-0.2255,-9.7653,0.9514,0.9646
-0.2352,-9.7618,0.9520,0.9657
-0.2449,-9.7583,0.9526,0.9668
-0.2547,-9.7548,0.9532,0.9678
-0.2644,-9.7513,0.9539,0.9688
-0.2741,-9.7479,0.9546,0.9698
-0.2839,-9.7444,0.9554,0.9708
-0.2936,-9.7410,0.9562,0.9718
-0.3033,-9.7376,0.9570,0.9728
-0.3131,-9.7341,0.9578,0.9737
-0.3228,-9.7307,0.9586,0.9747
-0.3325,-9.7272,0.9595,0.9757
-0.3422,-9.7238,0.9603,0.9768
-0.3519,-9.7202,0.9611,0.9779
-0.3616,-9.7167,0.9618,0.9792
-0.3713,-9.7130,0.9624,0.9806
-0.3809,-9.7093,0.9630,0.9822
-0.3905,-9.7056,0.9634,0.9839
-0.4001,-9.7017,0.9638,0.9859
-0.4097,-9.6977,0.9640,0.9880
-0.4192,-9.6937,0.9640,0.9903
-0.4286,-9.6896,0.9640,0.9929
-0.4381,-9.6854,0.9638,0.9955
-0.4475,-9.6813,0.9636,0.9983
-0.4570,-9.6771,0.9634,1.0012
-0.4664,-9.6729,0.9631,1.0041
-0.4759,-9.6688,0.9629,1.0071
-0.4854,-9.6648,0.9628,1.0101
-0.4950,-9.6609,0.9628,1.0131
-0.5046,-9.6571,0.9629,1.0161
-0.5142,-9.6534,0.9631,1.0191
-0.5239,-9.6499,0.9635,1.0220
-0.5336,-9.6464,0.9640,1.0249
-0.5434,-9.6431,0.9647,1.0278
-0.5532,-9.6399,0.9655,1.0306
-0.5631,-9.6369,0.9664,1.0334
-0.5730,-9.6339,0.9676,1.0362
-0.5829,-9.6311,0.9688,1.0390
-0.5929,-9.6283,0.9702,1.0417
-0.6029,-9.6258,0.9718,1.0442
-0.6129,-9.6233,0.9734,1.0467
-0.6229,-9.6209,0.9753,1.0491
-0.6330,-9.6187,0.9773,1.0513
-0.6431,-9.6166,0.9794,1.0534
-0.6533,-9.6146,0.9817,1.0554
-0.6634,-9.6127,0.9841,1.0573
-0.6736,-9.6110,0.9866,1.0590
-0.6838,-9.6094,0.9893,1.0607
-0.6940,-9.6078,0.9921,1.0622
-0.7042,-9.6064,0.9950,1.0636
-0.7145,-9.6051,0.9980,1.0649
-0.7247,-9.6039,1.0011,1.0661
-0.7350,-9.6029,1.0043,1.0672
-0.7453,-9.6019,1.0076,1.0682
-0.7555,-9.6010,1.0110,1.0691
-0.7658,-9.6001,1.0144,1.0699
-0.7761,-9.5994,1.0179,1.0706
-0.7864,-9.5988,1.0214,1.0713
-0.7968,-9.5982,1.0249,1.0719
-0.8071,-9.5977,1.0285,1.0724
-0.8174,-9.5973,1.0321,1.0728
-0.8277,-9.5969,1.0358,1.0731
-0.8380,-9.5966,1.0394,1.0734
-0.8483,-9.5964,1.0431,1.0737
-0.8587,-9.5963,1.0468,1.0738
-0.8690,-9.5962,1.0505,1.0740
-0.8793,-9.5961,1.0543,1.0740
-0.8896,-9.5962,1.0581,1.0740
-0.9000,-9.5963,1.0620,1.0740
-0.9103,-9.5965,1.0660,1.0741
-0.9206,-9.5968,1.0682,1.0741
-0.9309,-9.5972,1.0647,1.0741
-0.9412,-9.5978,1.0615,1.0741
-0.9515,-9.5985,1.0583,1.0740
-0.9618,-9.5994,1.0553,1.0738
-0.9721,-9.6006,1.0525,1.0735
-0.9823,-9.6019,1.0500,1.0731
-0.9925,-9.6035,1.0476,1.0725
-1.0027,-9.6051,1.0453,1.0720
-1.0129,-9.6067,1.0430,1.0717
