x_m,y_m,v_mps,dr_m,dl_m
25.92613,-0.0192466,7.649125,0.5992554001776859,1.1007445998223142
26.4258293,-0.0207738,7.3893189,0.4974262,1.0789738
26.9249752,-0.0240899,7.1264523,0.4559101,1.0440899
27.4238071,-0.0293471,6.8596535,0.5006529,1.0993471000000001
27.9236004,-0.0367516,6.5854932,0.49324840000000003,1.1067516
28.4227176,-0.0464714,6.3056341,0.48258846592444155,1.1174115340755586
28.921096,-0.0586277,6.0196115,0.4713723,1.0286277
29.4208401,-0.0732425,5.7188827,0.4567575,1.0432425
29.919947,-0.0898077,5.4063538,0.44639229999999996,1.0660077000000001
30.4184497,-0.1073033,5.082712,0.4726967,1.1273033000000001
30.9175442,-0.1236056,4.7458914,0.45639440000000003,1.1436056
31.4173651,-0.1343142,4.4000055,0.4456858,1.1543142
31.9160253,-0.1320242,4.0541758,0.5084974986695288,1.0915025013304713
32.4138548,-0.1058747,3.7141501,0.5241253,0.9758747
32.9089009,-0.0411306,3.41611,0.5888694,0.9111306
33.3935706,0.0807476,3.1990916,0.7107476,0.7892524
33.8541526,0.27273,3.0137608,0.90273,0.59727
34.2738277,0.539513,2.8262581,1.2578440276796146,0.4421559723203854
34.638387,0.8800909,2.8467178,1.1168027327569072,0.8927972672430926
34.9296744,1.2801418,2.9580496,0.9225848971751323,1.1774151028248678
35.1505822,1.7249115,3.1390232,0.9081637599701513,1.3918362400298485
35.3155951,2.200852,3.3683665,0.7344048999999955,1.5655951000000043
35.4347243,2.6813427,3.5812734,0.6152756999999993,1.6847243000000005
35.518753,3.1752826,3.8028293,0.5738907332154973,1.7261092667845026
35.5731343,3.6743245,4.0313601,0.5268657000000032,1.7731342999999966
35.6058167,4.1742052,4.2781846,0.49418330000000443,1.8058166999999954
35.624462,4.6750872,4.5307911,0.47553800000000157,1.8244619999999983
35.6350397,5.1716252,4.7911096,0.3813976336294609,1.4186023663705392
35.6423341,5.6736928,5.0531516,0.5226582742830439,0.929741725716956
35.648729,6.171726,5.3115186,0.7898523999999958,0.6657476000000042
35.6557193,6.6687275,5.564534,1.0942806999999974,0.6057193000000026
35.6640123,7.1686311,5.8071511,0.7734005681124241,0.707799431887576
35.6732898,7.6678827,6.0408018,0.5231728374539046,0.9420271625460954
35.6829373,8.1662788,6.2658597,0.42225168800158375,1.5393483119984164
35.6922209,8.6647405,6.4817919,0.5077790999999947,1.7922209000000051
35.7004337,9.1638187,6.6861967,0.5658397006106785,1.7341602993893215
35.7071739,9.6618426,6.8782123,0.5428261000000005,1.7571738999999993
35.7126009,10.1596985,7.0598459,0.5373991000000031,1.7626008999999967
35.7178058,10.6591955,7.2313267,0.5321942000000006,1.7678057999999992
35.7246812,11.158642,7.3905147,0.5253188000000022,1.7746811999999976
35.7350278,11.6545279,7.536584,0.4746722000000039,1.744727799999996
35.7486435,12.1560409,7.5485432,0.5418444121890352,1.7581555878109647
35.7645041,12.6561806,7.3134621,0.535495899999995,1.7645041000000048
35.7821493,13.1545033,7.070609,0.4947506999999982,1.7590493000000018
35.8010945,13.6553912,6.8249777,0.44890550000000085,1.7510944999999993
35.8203712,14.153985,6.5761651,0.5217364400741724,1.7320635599258276
35.8392205,14.6538249,6.3229402,0.47807949999999955,1.7565205000000004
35.8567563,15.1526772,6.0658594,0.5081839915119358,1.6918160084880642
35.8723711,15.6528408,5.7972306,0.4776288999999949,1.6223711000000052
35.88552,16.1515748,5.5226246,0.4689799999999975,1.6400200000000025
35.8957597,16.6510146,5.2348574,0.45424029999999793,1.6457597000000022
35.9022807,17.150296,4.9329703,0.49771929999999864,1.7022807000000015
35.9035548,17.64826,4.6217565,0.5233451999999952,1.7304548000000048
35.8966374,18.1473169,4.2876846,0.49876603255359,1.80123396744641
35.8754136,18.6454543,3.9413012,0.5324604403089528,1.767539559691047
35.8297525,19.14308,3.5825519,0.49714750000000496,1.756652499999995
35.7469433,19.6382198,3.2061894,0.5874082184297417,1.7641917815702581
35.6192239,20.1169417,2.8197355,0.6271284931631198,1.77287150683688
35.4164454,20.5698877,2.4170132,0.6069110599999985,1.7930889400000014
