# x_m,y_m,width_inner,width_outer
-19.3573,-67.8175,1.0503,1.0494
-19.4710,-67.8122,1.0502,1.0493
-19.5847,-67.8069,1.0500,1.0492
-19.6984,-67.8016,1.0498,1.0491
-19.8121,-67.7963,1.0497,1.0489
-19.9258,-67.7910,1.0495,1.0488
-20.0395,-67.7857,1.0493,1.0487
-20.1532,-67.7804,1.0492,1.0486
-20.2669,-67.7752,1.0490,1.0485
-20.3806,-67.7699,1.0489,1.0483
-20.4943,-67.7647,1.0487,1.0482
-20.6080,-67.7595,1.0486,1.0481
-20.7217,-67.7543,1.0484,1.0481
-20.8354,-67.7491,1.0483,1.0480
-20.9491,-67.7440,1.0482,1.0479
-21.0628,-67.7389,1.0481,1.0478
-21.1765,-67.7338,1.0480,1.0478
-21.2902,-67.7288,1.0479,1.0477
-21.4039,-67.7238,1.0479,1.0477
-21.5176,-67.7188,1.0478,1.0477
-21.6313,-67.7139,1.0478,1.0477
-21.7450,-67.7090,1.0477,1.0477
-21.8587,-67.7042,1.0477,1.0477
-21.9725,-67.6993,1.0477,1.0477
-22.0862,-67.6946,1.0477,1.0478
-22.1999,-67.6898,1.0478,1.0478
-22.3136,-67.6851,1.0478,1.0479
-22.4273,-67.6805,1.0478,1.0480
-22.5411,-67.6758,1.0479,1.0481
-22.6548,-67.6712,1.0480,1.0482
-22.7685,-67.6667,1.0480,1.0483
-22.8822,-67.6621,1.0481,1.0485
-22.9960,-67.6576,1.0482,1.0486
-23.1097,-67.6531,1.0483,1.0487
-23.2234,-67.6486,1.0484,1.0489
-23.3372,-67.6441,1.0485,1.0491
-23.4509,-67.6397,1.0486,1.0492
-23.5646,-67.6353,1.0488,1.0494
-23.6784,-67.6308,1.0489,1.0496
-23.7921,-67.6264,1.0490,1.0497
-23.9058,-67.6220,1.0491,1.0499
-24.0195,-67.6176,1.0492,1.0500
-24.1333,-67.6132,1.0494,1.0502
-24.2470,-67.6088,1.0495,1.0504
-24.3607,-67.6044,1.0496,1.0505
-24.4745,-67.6000,1.0497,1.0507
-24.5882,-67.5956,1.0498,1.0508
-24.7019,-67.5912,1.0499,1.0508
-24.8157,-67.5868,1.0499,1.0506
-24.9294,-67.5823,1.0500,1.0505
-25.0431,-67.5779,1.0501,1.0504
-25.1569,-67.5734,1.0501,1.0503
-25.2706,-67.5690,1.0502,1.0501
-25.3843,-67.5645,1.0502,1.0499
-25.4981,-67.5599,1.0503,1.0498
-25.6118,-67.5554,1.0503,1.0496
-25.7255,-67.5508,1.0501,1.0494
-25.8392,-67.5462,1.0499,1.0492
-25.9530,-67.5415,1.0497,1.0490
-26.0667,-67.5368,1.0494,1.0488
-26.1804,-67.5321,1.0492,1.0486
-26.2941,-67.5273,1.0489,1.0484
-26.4078,-67.5224,1.0487,1.0482
-26.5215,-67.5175,1.0485,1.0481
-26.6353,-67.5125,1.0483,1.0479
-26.7490,-67.5074,1.0480,1.0477
-26.8627,-67.5022,1.0478,1.0475
-26.9764,-67.4970,1.0477,1.0474
-27.0900,-67.4917,1.0475,1.0473
-27.2037,-67.4862,1.0473,1.0472
-27.3174,-67.4807,1.0472,1.0471
-27.4311,-67.4751,1.0471,1.0470
-27.5448,-67.4694,1.0470,1.0470
-27.6584,-67.4635,1.0469,1.0469
-27.7721,-67.4575,1.0468,1.0469
-27.8858,-67.4514,1.0468,1.0469
-27.9994,-67.4452,1.0467,1.0470
-28.1130,-67.4388,1.0467,1.0470
-28.2267,-67.4323,1.0467,1.0471
-28.3403,-67.4257,1.0468,1.0472
-28.4539,-67.4189,1.0468,1.0473
-28.5675,-67.4119,1.0469,1.0475
-28.6811,-67.4048,1.0469,1.0476
-28.7947,-67.3975,1.0470,1.0478
-28.9083,-67.3900,1.0472,1.0479
-29.0218,-67.3824,1.0473,1.0481
-29.1354,-67.3746,1.0474,1.0482
-29.2489,-67.3666,1.0476,1.0480
-29.3624,-67.3584,1.0477,1.0479
-29.4760,-67.3501,1.0479,1.0477
-29.5895,-67.3416,1.0481,1.0475
-29.7029,-67.3328,1.0479,1.0473
-29.8164,-67.3239,1.0477,1.0472
-29.9299,-67.3148,1.0475,1.0470
-30.0433,-67.3055,1.0473,1.0469
-30.1567,-67.2960,1.0471,1.0467
-30.2701,-67.2863,1.0469,1.0465
-30.3835,-67.2764,1.0467,1.0464
-30.4969,-67.2663,1.0465,1.0462
-30.6102,-67.2559,1.0463,1.0461
-30.7236,-67.2454,1.0461,1.0460
-30.8369,-67.2347,1.0459,1.0458
-30.9502,-67.2237,1.0457,1.0457
-31.0634,-67.2126,1.0455,1.0456
-31.1767,-67.2012,1.0454,1.0455
-31.2899,-67.1897,1.0452,1.0454
-31.4031,-67.1779,1.0451,1.0453
-31.5163,-67.1660,1.0450,1.0452
-31.6295,-67.1538,1.0449,1.0452
-31.7426,-67.1414,1.0448,1.0451
-31.8557,-67.1289,1.0447,1.0451
-31.9688,-67.1161,1.0447,1.0451
-32.0819,-67.1031,1.0446,1.0452
-32.1950,-67.0899,1.0446,1.0452
-32.3080,-67.0765,1.0446,1.0453
-32.4210,-67.0629,1.0447,1.0454
-32.5340,-67.0491,1.0448,1.0452
-32.6469,-67.0351,1.0449,1.0449
-32.7599,-67.0209,1.0450,1.0446
-32.8728,-67.0065,1.0449,1.0444
-32.9856,-66.9919,1.0447,1.0442
-33.0985,-66.9771,1.0445,1.0440
-33.2113,-66.9621,1.0443,1.0439
-33.3241,-66.9469,1.0442,1.0438
-33.4369,-66.9315,1.0441,1.0438
-33.5496,-66.9159,1.0441,1.0438
-33.6623,-66.9001,1.0440,1.0438
-33.7750,-66.8841,1.0440,1.0438
-33.8877,-66.8679,1.0441,1.0439
-34.0003,-66.8516,1.0441,1.0440
-34.1129,-66.8350,1.0442,1.0441
-34.2255,-66.8182,1.0443,1.0442
-34.3381,-66.8013,1.0444,1.0444
-34.4506,-66.7841,1.0445,1.0446
-34.5631,-66.7668,1.0446,1.0448
-34.6755,-66.7493,1.0448,1.0450
-34.7880,-66.7316,1.0449,1.0452
-34.9004,-66.7137,1.0451,1.0454
-35.0128,-66.6957,1.0453,1.0457
-35.1251,-66.6775,1.0455,1.0459
-35.2374,-66.6591,1.0457,1.0462
-35.3497,-66.6405,1.0459,1.0464
-35.4620,-66.6218,1.0461,1.0467
-35.5742,-66.6030,1.0463,1.0469
-35.6865,-66.5839,1.0465,1.0472
-35.7987,-66.5648,1.0468,1.0474
-35.9108,-66.5455,1.0470,1.0473
-36.0230,-66.5260,1.0473,1.0472
-36.1351,-66.5064,1.0475,1.0471
-36.2472,-66.4867,1.0475,1.0470
-36.3593,-66.4668,1.0474,1.0470
-36.4713,-66.4468,1.0473,1.0469
-36.5833,-66.4267,1.0472,1.0469
-36.6953,-66.4065,1.0472,1.0469
-36.8073,-66.3862,1.0471,1.0468
-36.9193,-66.3658,1.0471,1.0468
-37.0312,-66.3452,1.0471,1.0468
-37.1432,-66.3246,1.0471,1.0469
-37.2551,-66.3039,1.0471,1.0469
-37.3670,-66.2831,1.0471,1.0469
-37.4789,-66.2622,1.0471,1.0469
-37.5908,-66.2412,1.0471,1.0470
-37.7026,-66.2202,1.0471,1.0470
-37.8145,-66.1991,1.0471,1.0471
-37.9263,-66.1780,1.0472,1.0471
-38.0381,-66.1568,1.0472,1.0472
-38.1499,-66.1355,1.0472,1.0472
-38.2618,-66.1142,1.0473,1.0473
-38.3736,-66.0929,1.0473,1.0474
-38.4854,-66.0716,1.0474,1.0474
-38.5971,-66.0502,1.0474,1.0475
-38.7089,-66.0288,1.0474,1.0476
-38.8207,-66.0074,1.0475,1.0476
-38.9325,-65.9859,1.0475,1.0477
-39.0443,-65.9645,1.0476,1.0477
-39.1560,-65.9430,1.0476,1.0478
-39.2678,-65.9215,1.0477,1.0479
-39.3796,-65.9000,1.0477,1.0480
-39.4913,-65.8784,1.0478,1.0480
-39.6031,-65.8569,1.0478,1.0481
-39.7149,-65.8353,1.0479,1.0482
-39.8266,-65.8137,1.0480,1.0483
-39.9384,-65.7921,1.0480,1.0483
-40.0501,-65.7705,1.0481,1.0484
-40.1618,-65.7488,1.0482,1.0485
-40.2736,-65.7272,1.0482,1.0486
-40.3853,-65.7056,1.0483,1.0487
-40.4971,-65.6839,1.0484,1.0488
-40.6088,-65.6622,1.0485,1.0489
-40.7205,-65.6406,1.0485,1.0489
-40.8323,-65.6189,1.0486,1.0488
-40.9440,-65.5972,1.0487,1.0486
-41.0557,-65.5755,1.0487,1.0485
-41.1675,-65.5538,1.0486,1.0484
-41.2792,-65.5321,1.0485,1.0483
-41.3909,-65.5104,1.0484,1.0482
-41.5027,-65.4887,1.0483,1.0481
-41.6144,-65.4670,1.0482,1.0480
-41.7261,-65.4453,1.0481,1.0479
-41.8379,-65.4236,1.0480,1.0479
-41.9496,-65.4019,1.0479,1.0478
-42.0613,-65.3802,1.0479,1.0477
-42.1730,-65.3585,1.0478,1.0476
-42.2848,-65.3367,1.0477,1.0476
-42.3965,-65.3150,1.0476,1.0475
-42.5082,-65.2932,1.0475,1.0474
-42.6199,-65.2714,1.0475,1.0474
-42.7316,-65.2497,1.0474,1.0473
-42.8433,-65.2279,1.0473,1.0472
-42.9551,-65.2061,1.0472,1.0472
-43.0668,-65.1843,1.0472,1.0471
-43.1785,-65.1625,1.0471,1.0471
-43.2902,-65.1406,1.0470,1.0470
-43.4019,-65.1188,1.0470,1.0470
-43.5136,-65.0969,1.0470,1.0469
-43.6253,-65.0751,1.0469,1.0469
-43.7370,-65.0532,1.0469,1.0469
-43.8487,-65.0313,1.0469,1.0469
-43.9604,-65.0094,1.0469,1.0469
-44.0720,-64.9874,1.0469,1.0469
-44.1837,-64.9655,1.0469,1.0470
-44.2954,-64.9435,1.0469,1.0470
-44.4071,-64.9216,1.0470,1.0470
-44.5188,-64.8996,1.0470,1.0471
-44.6304,-64.8776,1.0470,1.0471
-44.7421,-64.8556,1.0471,1.0472
-44.8538,-64.8336,1.0471,1.0472
-44.9654,-64.8116,1.0471,1.0472
-45.0771,-64.7895,1.0471,1.0472
-45.1888,-64.7675,1.0471,1.0473
-45.3004,-64.7454,1.0471,1.0472
-45.4121,-64.7234,1.0471,1.0472
-45.5238,-64.7013,1.0471,1.0472
-45.6354,-64.6793,1.0471,1.0472
-45.7471,-64.6572,1.0470,1.0471
-45.8587,-64.6352,1.0470,1.0471
-45.9704,-64.6131,1.0469,1.0470
-46.0821,-64.5910,1.0468,1.0469
-46.1937,-64.5690,1.0468,1.0468
-46.3054,-64.5469,1.0467,1.0468
-46.4170,-64.5249,1.0466,1.0467
-46.5287,-64.5028,1.0465,1.0466
-46.6404,-64.4808,1.0464,1.0465
-46.7520,-64.4587,1.0461,1.0463
-46.8637,-64.4367,1.0459,1.0460
-46.9753,-64.4146,1.0457,1.0457
-47.0870,-64.3926,1.0455,1.0455
-47.1987,-64.3705,1.0453,1.0453
-47.3103,-64.3485,1.0451,1.0451
-47.4220,-64.3265,1.0450,1.0450
-47.5337,-64.3044,1.0450,1.0449
-47.6453,-64.2824,1.0449,1.0448
-47.7570,-64.2604,1.0449,1.0448
-47.8687,-64.2383,1.0449,1.0448
-47.9803,-64.2163,1.0450,1.0449
-48.0920,-64.1943,1.0450,1.0449
-48.2037,-64.1723,1.0452,1.0450
-48.3153,-64.1503,1.0453,1.0452
-48.4270,-64.1283,1.0455,1.0453
-48.5387,-64.1063,1.0457,1.0455
-48.6503,-64.0842,1.0459,1.0457
-48.7620,-64.0622,1.0461,1.0460
-48.8737,-64.0402,1.0463,1.0462
-48.9854,-64.0182,1.0465,1.0464
-49.0970,-63.9961,1.0468,1.0467
-49.2087,-63.9741,1.0470,1.0469
-49.3203,-63.9520,1.0472,1.0472
-49.4320,-63.9300,1.0474,1.0474
-49.5437,-63.9079,1.0477,1.0476
-49.6553,-63.8858,1.0479,1.0479
-49.7670,-63.8637,1.0481,1.0481
-49.8786,-63.8416,1.0483,1.0483
-49.9902,-63.8194,1.0484,1.0485
-50.1019,-63.7972,1.0486,1.0486
-50.2135,-63.7751,1.0488,1.0488
-50.3252,-63.7529,1.0489,1.0490
-50.4368,-63.7307,1.0491,1.0491
-50.5484,-63.7084,1.0492,1.0492
-50.6600,-63.6862,1.0493,1.0494
-50.7717,-63.6640,1.0494,1.0495
-50.8833,-63.6417,1.0495,1.0496
-50.9949,-63.6195,1.0496,1.0496
-51.1065,-63.5972,1.0497,1.0497
-51.2181,-63.5749,1.0497,1.0498
-51.3298,-63.5527,1.0498,1.0499
-51.4414,-63.5304,1.0499,1.0499
-51.5530,-63.5082,1.0499,1.0499
-51.6646,-63.4859,1.0499,1.0500
-51.7762,-63.4636,1.0500,1.0500
-51.8879,-63.4414,1.0500,1.0500
-51.9995,-63.4192,1.0500,1.0500
-52.1111,-63.3970,1.0500,1.0500
-52.2228,-63.3748,1.0500,1.0500
-52.3344,-63.3526,1.0500,1.0499
-52.4460,-63.3304,1.0499,1.0499
-52.5577,-63.3082,1.0497,1.0499
-52.6693,-63.2861,1.0494,1.0497
-52.7810,-63.2640,1.0492,1.0495
-52.8926,-63.2419,1.0489,1.0492
-53.0043,-63.2198,1.0486,1.0489
-53.1159,-63.1977,1.0484,1.0486
-53.2276,-63.1756,1.0481,1.0484
-53.3393,-63.1536,1.0479,1.0481
-53.4509,-63.1316,1.0476,1.0478
-53.5626,-63.1096,1.0474,1.0476
-53.6743,-63.0877,1.0472,1.0473
-53.7860,-63.0658,1.0470,1.0471
-53.8977,-63.0439,1.0468,1.0469
-54.0094,-63.0221,1.0466,1.0467
-54.1211,-63.0004,1.0465,1.0466
-54.2328,-62.9787,1.0464,1.0465
-54.3446,-62.9571,1.0463,1.0464
-54.4564,-62.9356,1.0462,1.0463
-54.5681,-62.9142,1.0462,1.0462
-54.6800,-62.8929,1.0462,1.0462
-54.7918,-62.8718,1.0462,1.0462
-54.9037,-62.8509,1.0463,1.0462
-55.0156,-62.8301,1.0463,1.0463
-55.1275,-62.8096,1.0464,1.0463
-55.2395,-62.7893,1.0464,1.0464
-55.3516,-62.7693,1.0465,1.0465
-55.4637,-62.7495,1.0466,1.0465
-55.5758,-62.7301,1.0466,1.0466
-55.6880,-62.7110,1.0467,1.0467
-55.8003,-62.6922,1.0468,1.0467
-55.9126,-62.6738,1.0468,1.0468
-56.0250,-62.6558,1.0469,1.0468
-56.1374,-62.6383,1.0469,1.0469
-56.2500,-62.6211,1.0469,1.0469
-56.3625,-62.6044,1.0469,1.0469
-56.4752,-62.5880,1.0470,1.0469
-56.5879,-62.5722,1.0470,1.0470
-56.7006,-62.5567,1.0470,1.0470
-56.8135,-62.5416,1.0470,1.0470
-56.9263,-62.5270,1.0471,1.0471
-57.0393,-62.5127,1.0471,1.0471
-57.1522,-62.4988,1.0472,1.0471
-57.2652,-62.4853,1.0472,1.0472
-57.3783,-62.4720,1.0472,1.0472
-57.4914,-62.4591,1.0473,1.0473
-57.6045,-62.4464,1.0473,1.0473
-57.7176,-62.4339,1.0474,1.0473
-57.8308,-62.4217,1.0474,1.0474
-57.9439,-62.4096,1.0475,1.0474
-58.0571,-62.3978,1.0475,1.0475
-58.1703,-62.3860,1.0475,1.0475
-58.2836,-62.3744,1.0476,1.0475
-58.3968,-62.3629,1.0476,1.0476
-58.5101,-62.3515,1.0476,1.0476
-58.6233,-62.3403,1.0476,1.0476
-58.7366,-62.3291,1.0476,1.0476
-58.8499,-62.3180,1.0475,1.0476
-58.9631,-62.3070,1.0475,1.0475
-59.0764,-62.2961,1.0475,1.0475
-59.1897,-62.2853,1.0474,1.0475
-59.3031,-62.2747,1.0474,1.0474
-59.4164,-62.2642,1.0473,1.0474
-59.5297,-62.2538,1.0472,1.0473
-59.6431,-62.2437,1.0472,1.0472
-59.7565,-62.2337,1.0471,1.0472
-59.8699,-62.2240,1.0470,1.0471
-59.9833,-62.2146,1.0469,1.0470
-60.0968,-62.2054,1.0468,1.0469
-60.2102,-62.1966,1.0467,1.0468
-60.3237,-62.1881,1.0466,1.0467
-60.4373,-62.1799,1.0464,1.0466
-60.5508,-62.1721,1.0463,1.0465
-60.6644,-62.1648,1.0462,1.0464
-60.7780,-62.1578,1.0462,1.0463
-60.8916,-62.1513,1.0461,1.0462
-61.0053,-62.1452,1.0460,1.0461
-61.1190,-62.1395,1.0459,1.0461
-61.2327,-62.1343,1.0459,1.0460
-61.3464,-62.1295,1.0458,1.0459
-61.4601,-62.1252,1.0458,1.0459
-61.5739,-62.1212,1.0458,1.0458
-61.6876,-62.1177,1.0457,1.0456
-61.8014,-62.1145,1.0455,1.0454
-61.9152,-62.1116,1.0453,1.0452
-62.0290,-62.1091,1.0452,1.0451
-62.1428,-62.1070,1.0451,1.0450
-62.2566,-62.1051,1.0450,1.0450
-62.3704,-62.1034,1.0449,1.0449
-62.4842,-62.1020,1.0448,1.0449
-62.5980,-62.1008,1.0448,1.0449
-62.7118,-62.0998,1.0448,1.0449
-62.8256,-62.0989,1.0448,1.0449
-62.9394,-62.0982,1.0448,1.0449
-63.0533,-62.0976,1.0448,1.0449
-63.1671,-62.0971,1.0448,1.0450
-63.2809,-62.0967,1.0448,1.0449
-63.3947,-62.0964,1.0447,1.0448
-63.5085,-62.0961,1.0446,1.0447
-63.6224,-62.0959,1.0445,1.0446
-63.7362,-62.0958,1.0444,1.0445
-63.8500,-62.0956,1.0444,1.0444
-63.9638,-62.0955,1.0443,1.0443
-64.0776,-62.0954,1.0442,1.0442
-64.1914,-62.0954,1.0441,1.0441
-64.3053,-62.0953,1.0440,1.0441
-64.4191,-62.0953,1.0439,1.0440
-64.5329,-62.0953,1.0439,1.0439
-64.6467,-62.0952,1.0438,1.0438
-64.7605,-62.0952,1.0437,1.0438
-64.8744,-62.0952,1.0437,1.0437
-64.9882,-62.0952,1.0436,1.0436
-65.1020,-62.0952,1.0436,1.0436
-65.2158,-62.0952,1.0435,1.0435
-65.3296,-62.0952,1.0435,1.0435
-65.4434,-62.0952,1.0434,1.0435
-65.5573,-62.0952,1.0434,1.0434
-65.6711,-62.0952,1.0434,1.0434
-65.7849,-62.0952,1.0434,1.0434
-65.8987,-62.0952,1.0433,1.0433
-66.0125,-62.0952,1.0433,1.0433
-66.1264,-62.0952,1.0433,1.0433
-66.2402,-62.0953,1.0433,1.0433
-66.3540,-62.0953,1.0433,1.0433
-66.4678,-62.0953,1.0433,1.0433
-66.5816,-62.0954,1.0433,1.0433
-66.6954,-62.0954,1.0434,1.0433
-66.8093,-62.0955,1.0434,1.0434
-66.9231,-62.0956,1.0434,1.0434
-67.0369,-62.0957,1.0435,1.0435
-67.1507,-62.0958,1.0435,1.0435
-67.2645,-62.0960,1.0436,1.0436
-67.3784,-62.0962,1.0436,1.0436
-67.4922,-62.0965,1.0437,1.0437
-67.6060,-62.0968,1.0438,1.0438
-67.7198,-62.0972,1.0439,1.0439
-67.8336,-62.0977,1.0440,1.0440
-67.9474,-62.0982,1.0441,1.0442
-68.0613,-62.0989,1.0443,1.0443
-68.1751,-62.0997,1.0444,1.0444
-68.2889,-62.1006,1.0446,1.0446
-68.4027,-62.1017,1.0447,1.0448
-68.5165,-62.1029,1.0449,1.0450
-68.6303,-62.1043,1.0451,1.0452
-68.7441,-62.1059,1.0453,1.0454
-68.8579,-62.1078,1.0455,1.0456
-68.9717,-62.1098,1.0458,1.0458
-69.0855,-62.1120,1.0460,1.0461
-69.1993,-62.1145,1.0463,1.0463
-69.3131,-62.1173,1.0465,1.0466
-69.4269,-62.1204,1.0468,1.0468
-69.5407,-62.1236,1.0470,1.0471
-69.6544,-62.1284,1.0470,1.0470
-69.7681,-62.1338,1.0470,1.0470
-69.8818,-62.1391,1.0471,1.0471
-69.9954,-62.1444,1.0472,1.0472
-70.1091,-62.1498,1.0472,1.0472
